Programme_Title,Original_DateTime,Show_DateTime,Venue,Category,Latitude,Longitude
Los Duende Flamenco & Folk Guitar Music Concert,22 Apr 2019 (Mon) 8:00pm,2019-04-22 8:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,23 Apr 2019 (Tue) 7:00pm,2019-04-23 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,23 Apr 2019 (Tue) 7:00pm,2019-04-23 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"24 Apr 2019 (Wed) 3:00pm, 7:00pm",2019-04-24 15:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,"24 Apr 2019 (Wed) 3:00pm, 7:00pm",2019-04-24 19:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,25 Apr 2019 (Thu) 7:15pm,2019-04-25 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Oldies Concert,26 Apr 2019 (Fri) 7:00pm,2019-04-26 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"29 Apr 2019 (Mon) 3:00pm, 7:00pm",2019-04-29 15:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"29 Apr 2019 (Mon) 3:00pm, 7:00pm",2019-04-29 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
An Evening With Golden Rhythm Boys 2019,29 Apr 2019 (Mon) 7:15pm,2019-04-29 7:15pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,30 Apr 2019 (Tue) 7:00pm,2019-04-30 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,30 Apr 2019 (Tue) 7:00pm,2019-04-30 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,30 Apr 2019 (Tue) 7:00pm,2019-04-30 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Singing Performance,30 Apr 2019 (Tue) 7:30pm,2019-04-30 7:30pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Various Artists Festival,"1 May 2019 (Wed) 2:15pm, 7:15pm",2019-05-01 14:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Various Artists Festival,"1 May 2019 (Wed) 2:15pm, 7:15pm",2019-05-01 19:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,1 May 2019 (Wed) 7:30pm,2019-05-01 7:30pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Singing Concert,2 May 2019 (Thu) 7:00pm,2019-05-02 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
經典回憶演唱會(四),2 May 2019 (Thu) 7:30pm,2019-05-02 7:30pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,2 May 2019 (Thu) 晚上7:00,2019-05-02 8:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"3 May 2019 (Fri) 3:00pm, 7:00pm",2019-05-03 3:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,3 May 2019 (Fri) 7:00pm,2019-05-03 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
EK International Albert Au In Concert 2019,3-5 May 2019 (Fri-Sun) 8:00pm,2019-05-03 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Richly Media Presents: George Lam Lamusical 2019 Concert,3-5 May 2019 (Fri-Sun) 8:15pm,2019-05-03 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"4 May 2019 (Sat) 2:00pm, 7:00pm",2019-05-04 14:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"4 May 2019 (Sat) 2:00pm, 7:00pm",2019-05-04 19:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Choral Concert,4 May 2019 (Sat) 2:30pm,2019-05-04 2:30pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
EK International Albert Au In Concert 2019,3-5 May 2019 (Fri-Sun) 8:00pm,2019-05-04 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Richly Media Presents: George Lam Lamusical 2019 Concert,3-5 May 2019 (Fri-Sun) 8:15pm,2019-05-04 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"5 May 2019 (Sun) 2:30pm, 7:00pm",2019-05-05 14:30pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"5 May 2019 (Sun) 2:30pm, 7:00pm",2019-05-05 19:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
EK International Albert Au In Concert 2019,3-5 May 2019 (Fri-Sun) 8:00pm,2019-05-05 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Richly Media Presents: George Lam Lamusical 2019 Concert,3-5 May 2019 (Fri-Sun) 8:15pm,2019-05-05 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,6 May 2019 (Mon) 8:00pm,2019-05-06 8:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Richly Media Presents: George Lam Lamusical 2019 Concert (Additional Performance),6-7 May 2019 (Mon-Tue) 8:15pm,2019-05-06 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Smiling Rose 12th Anniversary Concert,"7 May 2019 (Tue) 3:30pm, 7:15pm",2019-05-07 15:30pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Smiling Rose 12th Anniversary Concert,"7 May 2019 (Tue) 3:30pm, 7:15pm",2019-05-07 19:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"7 May 2019 (Tue) 2:00pm, 7:00pm",2019-05-07 2:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,7 May 2019 (Tue) 7:00pm,2019-05-07 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Richly Media Presents: George Lam Lamusical 2019 Concert (Additional Performance),6-7 May 2019 (Mon-Tue) 8:15pm,2019-05-07 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Song of Memory,8 May 2019 (Wed) 2:00pm,2019-05-08 2:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,9 May 2019 (Thu) 7:15pm,2019-05-09 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Oldies Concert,11 May 2019 (Sat) 7:00pm,2019-05-11 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"12 May 2019 (Sun) 3:00pm, 7:00pm",2019-05-12 15:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"12 May 2019 (Sun) 3:00pm, 7:00pm",2019-05-12 19:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,13 May 2019 (Mon) 7:15pm,2019-05-13 7:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
詠恩樂聚今晚夜,13 May 2019 (Mon) 7:15pm,2019-05-13 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,14 May 2019 (Tue) 7:00pm,2019-05-14 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"15 May 2019 (Wed) 2:00pm, 7:00pm",2019-05-15 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"15 May 2019 (Wed) 2:00pm, 7:00pm",2019-05-15 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Pop Concert,15 May 2019 (Wed) 7:15pm,2019-05-15 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,16 May 2019 (Thu) 7:00pm,2019-05-16 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"17 May 2019 (Fri) 2:00pm, 7:00pm",2019-05-17 2:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,17 May 2019 (Fri) 7:00pm,2019-05-17 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Wilson Rock The City Mr. Everyone Concert 10,17-18 May 2019 (Fri-Sat) 8:15pm,2019-05-17 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Choral Concert,18 May 2019 (Sat) 2:15pm,2019-05-18 2:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,18 May 2019 (Sat) 7:15pm,2019-05-18 7:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Wilson Rock The City Mr. Everyone Concert 10,17-18 May 2019 (Fri-Sat) 8:15pm,2019-05-18 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"20 May 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-05-20 09:00am,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"20 May 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-05-20 14:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"20 May 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-05-20 19:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Pop Concert,20 May 2019 (Mon) 7:30pm,2019-05-20 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
強記慈善拉闊金曲夜,21 May 2019 (Tue) 7:15pm,2019-05-21 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Pop Concert,21 May 2019 (Tue) 7:15pm,2019-05-21 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,22 May 2019 (Wed) 7:00pm,2019-05-22 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
A Date with Miranda,22 May 2019 (Wed) 7:30pm,2019-05-22 7:30pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"23 May 2019 (Thu) 2:00pm, 7:00pm",2019-05-23 2:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,23 May 2019 (Thu) 7:00pm,2019-05-23 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,23 May 2019 (Thu) 7:15pm,2019-05-23 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Amazing Night with Michael and Evans,23 May 2019 (Thu) 7:30pm,2019-05-23 7:30pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
「溫Ling Friend」學生觀摩音樂會,"24 May 2019 (Fri) 2:45pm, 7:30pm",2019-05-24 14:45pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
「溫Ling Friend」學生觀摩音樂會,"24 May 2019 (Fri) 2:45pm, 7:30pm",2019-05-24 19:30pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,24 May 2019 (Fri) 2:00pm,2019-05-24 2:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,24 May 2019 (Fri) 7:15pm,2019-05-24 7:15pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Asia Miles Presents Yoga Lin Idol World Tour – Hong Kong,24-25 May 2019 (Fri-Sat) 8:15pm,2019-05-24 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Music Night,25 May 2019 (Sat) 7:00pm,2019-05-25 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
樂動金曲繞樑夜,25 May 2019 (Sat) 7:15pm,2019-05-25 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Asia Miles Presents Yoga Lin Idol World Tour – Hong Kong,24-25 May 2019 (Fri-Sat) 8:15pm,2019-05-25 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
香港仔居民聯合會第七屆金曲欣賞夜,26 May 2019 (Sun) 2:15pm,2019-05-26 2:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Asia Miles Presents Yoga Lin Idol World Tour – Hong Kong (Additional Performance),26 May 2019 (Sun) 8:15pm,2019-05-26 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"27 May 2019 (Mon) 2:00pm, 7:00pm",2019-05-27 2:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
淺草歡唱同樂五月天,27 May 2019 (Mon) 7:15pm,2019-05-27 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"27 May 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-05-27 9:00am,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
寶珠群星匯,"28 May 2019 (Tue) 2:15pm, 7:15pm",2019-05-28 14:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
寶珠群星匯,"28 May 2019 (Tue) 2:15pm, 7:15pm",2019-05-28 19:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,28 May 2019 (Tue) 7:00pm,2019-05-28 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,29 May 2019 (Wed) 7:00pm,2019-05-29 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
樂韻金曲星聲唱,"29 May 2019 (Wed) 3pm, 7:15pm",2019-05-29 8:00pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,30 May 2019 (Thu) 7:00pm,2019-05-30 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"31 May 2019 (Fri) 3:15pm, 7:15pm",2019-05-31 15:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"31 May 2019 (Fri) 3:15pm, 7:15pm",2019-05-31 19:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Mother's Day Praising Concert,31 May 2019 (Fri) 7:15pm,2019-05-31 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,1 Jun 2019 (Sat) 7:00pm,2019-06-01 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
大狀好友齊唱金曲夜,1 June 2019 (Sat) 7:15pm,2019-06-01 7:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
No.1 Elvis in Concert,2 June 2019 (Sun) 8pm,2019-06-02 8:00pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"3 Jun 2019 (Mon) 3:00pm, 7:00pm",2019-06-03 15:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"3 Jun 2019 (Mon) 3:00pm, 7:00pm",2019-06-03 19:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Sing Sing Together,3 Jun 2019 (Mon) 7:00pm,2019-06-03 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Singing Concert,3 Jun 2019 (Mon) 7:00pm,2019-06-03 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"4 Jun 2019 (Tue) 2:15pm, 7:15pm",2019-06-04 2:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"4 Jun 2019 (Tue) 3:00pm, 7:15pm",2019-06-04 3:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"5 Jun 2019 (Wed) 2:15pm, 7:15pm",2019-06-05 2:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,5 Jun 2019 (Wed) 7:00pm,2019-06-05 7:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"6 Jun 2019 (Thu) 2:15pm, 7:15pm",2019-06-06 2:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"6 Jun 2019 (Thu) 2:45pm, 7:00pm",2019-06-06 2:45pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"6 Jun 2019 (Thu) 3:00pm, 7:00pm",2019-06-06 3:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
HKU SPACE Community College Singing Contest Final 2019,6 Jun 2019 (Thu) 7:30pm,2019-06-06 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,6 Jun 2019 (Thu) 7:45pm,2019-06-06 7:45pm,Sha Tin Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.381,114.189
群星匯演,"7 June 2019 (Fri) 2:15pm, 7:15pm",2019-06-07 14:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
群星匯演,"7 June 2019 (Fri) 2:15pm, 7:15pm",2019-06-07 19:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,9 Jun 2019 (Sun) 7:00pm,2019-06-09 7:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
愉美懷舊金曲齊唱賀雙親節,10 June 2019 (Mon) 7:15pm,2019-06-10 7:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"11 Jun 2019 (Tue) 2:15pm, 7:15pm",2019-06-11 14:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"11 Jun 2019 (Tue) 2:15pm, 7:15pm",2019-06-11 19:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
懷舊金曲演唱會(十八)眾星好歌獻給你,11 June 2019 (Tue) 7:15pm,2019-06-11 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"12 Jun 2019 (Wed) 2:15pm, 7:15pm",2019-06-12 2:15pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
天若有情與你相聚,12 June 2019 (Wed) 2:15pm,2019-06-12 2:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,12 Jun 2019 (Wed) 7:00pm,2019-06-12 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
陳龍可愛的人生金曲演唱會,12 June 2019 (Wed) 7:15pm,2019-06-12 7:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"13 Jun 2019 (Thu) 2:00pm, 7:00pm",2019-06-13 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"13 Jun 2019 (Thu) 2:00pm, 7:00pm",2019-06-13 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
難忘祢金曲演唱會2019,13 June 2019 (Thu) 8:00pm,2019-06-13 8:00pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Justin My Beautiful Curse Live 2019,14-15 Jun 2019 (Fri-Sat) 8:15pm,2019-06-14 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,15 Jun 2019 (Sat) 7:15pm,2019-06-15 7:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Justin My Beautiful Curse Live 2019,14-15 Jun 2019 (Fri-Sat) 8:15pm,2019-06-15 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,"17 Jun 2019 (Mon) 2:15pm, 7:15pm",2019-06-17 14:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,"17 Jun 2019 (Mon) 2:15pm, 7:15pm",2019-06-17 19:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,18 Jun 2019 (Tue) 7:15pm,2019-06-18 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,20 Jun 2019 (Thu) 8:00pm,2019-06-20 8:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
星輝夜,"21 June 2019 (Fri) 2:15pm, 7:15pm",2019-06-21 14:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
星輝夜,"21 June 2019 (Fri) 2:15pm, 7:15pm",2019-06-21 19:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Puyi Optical Presents William So All That Jazz (& Pop) Live 2019,21-22 Jun 2019 (Fri-Sat) 8:15pm,2019-06-21 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,22 Jun 2019 (Sat) 7:15pm,2019-06-22 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
The Brothers 4 60th Anniversary Live in Hong Kong 2019,22 Jun 2019 (Sat) 8:15pm,2019-06-22 8:15pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Puyi Optical Presents William So All That Jazz (& Pop) Live 2019,21-22 Jun 2019 (Fri-Sat) 8:15pm,2019-06-22 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
2019 Hong Kong Bodybuilding Championships cum 10th South China Bodybuilding Invitational Championships and HK-GZ Performance Exchange,23 June 2019 (Sun) 6:30pm,2019-06-23 6:30pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Oldies Concert,"24 Jun 2019 (Mon) 2:00pm, 7:00pm",2019-06-24 14:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
好歌獻給您綜合演唱會,"24 June 2019 (Mon) 2:45pm, 7:15pm",2019-06-24 14:45pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,"24 Jun 2019 (Mon) 2:00pm, 7:00pm",2019-06-24 19:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
好歌獻給您綜合演唱會,"24 June 2019 (Mon) 2:45pm, 7:15pm",2019-06-24 19:15pm,Sheung Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Pop Concert,24 Jun 2019 (Mon) 7:15pm,2019-06-24 7:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Rose Ko and friends' charity concert in celebrating of the 22nd Anniversary of the HKSAR,"25 June 2019 (Thu) 3:30pm, 7:15pm",2019-06-25 15:30pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Rose Ko and friends' charity concert in celebrating of the 22nd Anniversary of the HKSAR,"25 June 2019 (Thu) 3:30pm, 7:15pm",2019-06-25 19:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,25 Jun 2019 (Tue) 7:15pm,2019-06-25 7:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
