Programme_Title,Original_DateTime,Show_DateTime,Venue,Category,Latitude,Longitude
FWD presents Ronald Cheng ONE MORE TIME World Tour Live – Hong Kong,"4 & 6 Feb 2019 (Mon & Wed) 9:30pm, 5 & 8 Feb 2019 (Tue & Fri) 8:15pm",2019-02-06 21:30pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,7 Feb 2019 (Thu) 7:00pm,2019-02-07 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
FWD presents Ronald Cheng ONE MORE TIME World Tour Live – Hong Kong,"4 & 6 Feb 2019 (Mon & Wed) 9:30pm, 5 & 8 Feb 2019 (Tue & Fri) 8:15pm",2019-02-08 20:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
FWD presents Ronald Cheng ONE MORE TIME World Tour Live – Hong Kong,"4 & 6 Feb 2019 (Mon & Wed) 9:30pm, 5 & 8 Feb 2019 (Tue & Fri) 8:15pm",2019-02-08 21:30pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"8 Feb 2019 (Fri) 2:15pm, 7:15pm",2019-02-08 2:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,8 Feb 2019 (Fri) 2:15pm,2019-02-08 2:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,8 Feb 2019 (Fri) 7:00pm,2019-02-08 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Pop Concert,8 Feb 2019 (Fri) 7:15pm,2019-02-08 7:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,9 Feb 2019 (Sat) 2:15pm,2019-02-09 2:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,9 Feb 2019 (Sat) 7:00pm,2019-02-09 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,9 Feb 2019 (Sat) 7:15pm,2019-02-09 7:15pm,Ngau Chi Wan Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,9 Feb 2019 (Sat) 7:30pm,2019-02-09 7:30pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
FWD presents Ronald Cheng ONE MORE TIME World Tour Live – Hong Kong (Additional Performance),9 Feb 2019 (Sat) 8:15pm,2019-02-09 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,10 Feb 2019 (Sun) 7:15pm,2019-02-10 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Pop Concert,"10 Feb 2019 (Sun) 3pm, 7:15pm",2019-02-10 8:00pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,"11 Feb 2019 (Mon) 2:15pm, 7:15pm",2019-02-11 14:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,"11 Feb 2019 (Mon) 2:15pm, 7:15pm",2019-02-11 19:15pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,"11 Feb 2019 (Mon) 2:00pm, 7:30pm",2019-02-11 2:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,"11 Feb 2019 (Mon) 2:15pm, 7:15pm",2019-02-11 2:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Helena Hui Student's Concert,11 Feb 2019 (Mon) 7:30pm,2019-02-11 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,"12 Feb 2019 (Tue) 2:15pm, 7:15pm",2019-02-12 14:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,"12 Feb 2019 (Tue) 2:15pm, 7:15pm",2019-02-12 19:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,"12 Feb 2019 (Tue) 2:15pm, 7:15pm",2019-02-12 2:15pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,12 Feb 2019 (Tue) 7:00pm,2019-02-12 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,13 Feb 2019 (Wed) 7:15pm,2019-02-13 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Pop Concert,13 Feb 2019 (Wed) 7:15pm,2019-02-13 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,"14 Feb 2019 (Thu) 2:45pm, 7:15pm",2019-02-14 14:45pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,"14 Feb 2019 (Thu) 2:45pm, 7:15pm",2019-02-14 19:15pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Pop Concert,14 Feb 2019 (Thu) 7:15pm,2019-02-14 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,15 Feb 2019 (Fri) 7:00pm,2019-02-15 7:00pm,Sha Tin Town Hall (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Oldies Concert,15 Feb 2019 (Fri) 7:00pm,2019-02-15 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,18 Feb 2019 (Mon) 7:15pm,2019-02-18 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,"18 Feb 2019 (Mon) 3pm, 7:15pm",2019-02-18 8:00pm,Sai Wan Ho Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concert,"19 Feb 2019 (Tue) 2:15pm, 7:15pm",2019-02-19 14:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Pop Concert,"19 Feb 2019 (Tue) 2:15pm, 7:15pm",2019-02-19 19:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,20 Feb 2019 (Wed) 7:15pm,2019-02-20 7:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Infinitus Partners Asset Management Limited presents: TWGHs Forever Friends Charity Show,22 Feb 2019 (Fri) 7:30pm,2019-02-22 7:30pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Oldies Concert,24 Feb 2019 (Sun) 8:00pm,2019-02-24 8:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Sun Life Financial Presents Along With Ekin Live Concert 2019,24-27 Feb(Sun-Wed) & 1 Mar 2019 (Fri) 8:15pm,2019-02-24 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"25 Feb 2019 (Mon) 2:00pm, 7:00pm",2019-02-25 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"25 Feb 2019 (Mon) 2:00pm, 7:00pm",2019-02-25 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Sun Life Financial Presents Along With Ekin Live Concert 2019,24-27 Feb(Sun-Wed) & 1 Mar 2019 (Fri) 8:15pm,2019-02-25 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Peter Chan In Concert 2019,26-27 Feb 2019 (Tue-Wed) 8:00pm,2019-02-26 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Sun Life Financial Presents Along With Ekin Live Concert 2019,24-27 Feb(Sun-Wed) & 1 Mar 2019 (Fri) 8:15pm,2019-02-26 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"27 Feb 2019 (Wed) 2:00pm, 7:00pm",2019-02-27 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"27 Feb 2019 (Wed) 2:00pm, 7:00pm",2019-02-27 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Peter Chan In Concert 2019,26-27 Feb 2019 (Tue-Wed) 8:00pm,2019-02-27 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Sun Life Financial Presents Along With Ekin Live Concert 2019,24-27 Feb(Sun-Wed) & 1 Mar 2019 (Fri) 8:15pm,2019-02-27 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"28 Feb 2019 (Thu) 2:00pm, 7:00pm",2019-02-28 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"28 Feb 2019 (Thu) 2:00pm, 7:00pm",2019-02-28 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Sun Life Financial Presents Along With Ekin Live Concert 2019 (Additional Performance),28 Feb 2019 (Thu) 8:15pm,2019-02-28 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"1 Mar 2019 (Fri) 2:15pm, 7:15pm",2019-03-01 2:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,1 Mar 2019 (Fri) 7:00pm,2019-03-01 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,3 Mar 2019 (Sun) 7:00pm,2019-03-03 7:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,5 Mar 2019 (Tue) 7:00pm,2019-03-05 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,5 Mar 2019 (Tue) 7:15pm,2019-03-05 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,6 Mar 2019 (Wed) 7:00pm,2019-03-06 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"7 Mar 2019 (Thu) 9:00am, 2:00pm, 7:00pm",2019-03-07 09:00am,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"7 Mar 2019 (Thu) 9:00am, 2:00pm, 7:00pm",2019-03-07 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"7 Mar 2019 (Thu) 9:00am, 2:00pm, 7:00pm",2019-03-07 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Planet XT Daniel Chan World Tour 2019,9 March 2019 (Sat) 8:15pm,2019-03-09 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,10 Mar 2019 (Sun) 7:00pm,2019-03-10 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,11 Mar 2019 (Mon) 7:00pm,2019-03-11 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Marisa & The Rhythm Highway Band in Concert 2019,11 Mar 2019 (Mon) 8:00pm,2019-03-11 8:00pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,12 Mar 2019 (Tue) 7:00pm,2019-03-12 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,12 Mar 2019 (Tue) 7:30pm,2019-03-12 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
ONE WORLD ONE LOVE ONE CONCET,14 March 2019 (Thu) 7:45pm,2019-03-14 7:45pm,Hong Kong City Hall (Concert Hall),Cultural Presentations & Film - Pop Concerts,22.2817,114.1583
Oldies Concert,"15 Mar 2019 (Fri) 2:00pm, 7:00pm",2019-03-15 14:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,"15 Mar 2019 (Fri) 2:30pm, 7:30pm",2019-03-15 14:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,"15 Mar 2019 (Fri) 2:00pm, 7:00pm",2019-03-15 19:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,"15 Mar 2019 (Fri) 2:30pm, 7:30pm",2019-03-15 19:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Melody of Spring Concert,15 Mar 2019 (Fri) 7:15pm,2019-03-15 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,16 Mar 2019 (Sat) 7:15pm,2019-03-16 7:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Dear Jane Yours Sincerely Live 2019,16-17 March 2019 (Sat & Sun) 8:15pm,2019-03-16 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"17 Mar 2019 (Sun) 2:00pm, 7:00pm",2019-03-17 14:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"17 Mar 2019 (Sun) 2:00pm, 7:00pm",2019-03-17 19:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Dear Jane Yours Sincerely Live 2019,16-17 March 2019 (Sat & Sun) 8:15pm,2019-03-17 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,18 Mar 2019 (Mon) 7:30pm,2019-03-18 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,19 Mar 2019 (Tue) 7:00pm,2019-03-19 7:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"23 Mar 2019 (Sat) 3:00pm, 7:15pm",2019-03-23 15:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"23 Mar 2019 (Sat) 3:00pm, 7:15pm",2019-03-23 19:15pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Ma Pak Leung Presents Alfred Hui Goodbye Kids Live 2019,23 March 2019 (Sat) 8:15pm,2019-03-23 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,26 Mar 2019 (Tue) 7:15pm,2019-03-26 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,"27 Mar 2019 (Wed) 9:00am, 2:00pm, 7:00pm",2019-03-27 09:00am,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"27 Mar 2019 (Wed) 9:00am, 2:00pm, 7:00pm",2019-03-27 14:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"27 Mar 2019 (Wed) 9:00am, 2:00pm, 7:00pm",2019-03-27 19:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"30 Mar 2019 (Sat) 3:00pm, 7:15pm",2019-03-30 15:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"30 Mar 2019 (Sat) 3:00pm, 7:15pm",2019-03-30 19:15pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Khalil Fong Concert Tour,30-31 Mar 2019 (Sat - Sun) 8:15pm,2019-03-30 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,31 Mar 2019 (Sun) 2:30pm,2019-03-31 2:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Khalil Fong Concert Tour,30-31 Mar 2019 (Sat - Sun) 8:15pm,2019-03-31 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,1 Apr 2019 (Mon) 7:00pm,2019-04-01 7:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,1 Apr 2019 (Mon) 7:00pm,2019-04-01 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Pop Concert,1 Apr 2019 (Mon) 7:30pm,2019-04-01 7:30pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Rose Ko and Friends Concert with Loving Care,"2 April 2019 (Tue) 3:30pm, 7:15pm",2019-04-02 15:30pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Rose Ko and Friends Concert with Loving Care,"2 April 2019 (Tue) 3:30pm, 7:15pm",2019-04-02 19:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Oldies Concert,3 Apr 2019 (Wed) 7:00pm,2019-04-03 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,4 Apr 2019 (Thu) 7:15pm,2019-04-04 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Pop Concert,"5 Apr 2019 ( Fri ) 2:15pm, 7:15pm",2019-04-05 14:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,"5 Apr 2019 (Fri) 2:15pm, 7:15pm",2019-04-05 14:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,"5 Apr 2019 ( Fri ) 2:15pm, 7:15pm",2019-04-05 19:15pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Oldies Concert,"5 Apr 2019 (Fri) 2:15pm, 7:15pm",2019-04-05 19:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
"Enchanting Melody presents Those were the Days""""",5 Apr 2019 (Fri) 7:15pm,2019-04-05 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
ILUB Boom! Fight! 2019,5-6 Apr 2019 (Fri-Sat) 8:15pm,2019-04-05 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"6 Apr 2019 (Sat) 2:00pm, 7:00pm",2019-04-06 2:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,6 Apr 2019 (Sat) 7:00pm,2019-04-06 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
ILUB Boom! Fight! 2019,5-6 Apr 2019 (Fri-Sat) 8:15pm,2019-04-06 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"7 Apr 2019 (Sun) 2:00pm, 7:00pm",2019-04-07 14:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"7 Apr 2019 (Sun) 2:00pm, 7:00pm",2019-04-07 19:00pm,Tai Po Civic Centre (Black Box Theatre),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Singing Concert,7 Apr 2019 (Sun) 7:00pm,2019-04-07 7:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"8 Apr 2019 (Mon) 2:00pm, 7:00pm",2019-04-08 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"8 Apr 2019 (Mon) 2:00pm, 7:00pm",2019-04-08 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,9 Apr 2019 (Tue) 7:15pm,2019-04-09 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
做個快樂歌手姜蓓莉慈善演唱會,9-10 Apr 2019 (Tue-Wed) 8:00pm,2019-04-09 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Oldies Concert,"10 Apr 2019 (Wed) 2:00pm, 7:00pm",2019-04-10 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"10 Apr 2019 (Wed) 2:00pm, 7:00pm",2019-04-10 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
懷舊金曲演唱會(十五)師生音樂會,10 April 2019 (Wed) 7:15pm,2019-04-10 7:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
做個快樂歌手姜蓓莉慈善演唱會,9-10 Apr 2019 (Tue-Wed) 8:00pm,2019-04-10 8:00pm,Queen Elizabeth Stadium (Arena),Cultural Presentations & Film - Pop Concerts,22.2787,114.1822
Oldies Concert,11 Apr 2019 (Thu) 7:15pm,2019-04-11 7:15pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Music Night Fever,11 April 2019 (Thu) 7:15pm,2019-04-11 7:15pm,Sheung Wan Civic Centre (Lecture Hall),Cultural Presentations & Film - Pop Concerts,22.2783,114.1747
Tahoe Life presents WE Leo Ku World Tour HK Part 2,11-12 April 2019 (Thu & Fri) 8:15pm,2019-04-11 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,"12 Apr 2019 (Fri) 2:00pm, 7:00pm",2019-04-12 14:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Oldies Concert,"12 Apr 2019 (Fri) 2:00pm, 7:00pm",2019-04-12 19:00pm,North District Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.498,114.128
Pop Concert,12 Apr 2019 (Fri) 7:15pm,2019-04-12 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Tahoe Life presents WE Leo Ku World Tour HK Part 2,11-12 April 2019 (Thu & Fri) 8:15pm,2019-04-12 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concent,"13 Apr 2019 ( Sat ) 2:30pm, 7:30pm",2019-04-13 14:30pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Pop Concent,"13 Apr 2019 ( Sat ) 2:30pm, 7:30pm",2019-04-13 19:30pm,Sai Wan Ho Civic Centre (Cultural Activities Hall),Cultural Presentations & Film - Pop Concerts,22.281,114.203
Tahoe Life presents WE Leo Ku World Tour HK Part 2 (Additional Performance 1),13 April 2019 (Sat) 8:15pm,2019-04-13 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Tahoe Life presents WE Leo Ku World Tour HK Part 2 (Additional Performance 2),14 April 2019 (Sun) 8:15pm,2019-04-14 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Oldies Concert,15 Apr 2019 (Mon) 7:15pm,2019-04-15 7:15pm,Ko Shan Theatre (New Wing Auditorium),Cultural Presentations & Film - Pop Concerts,22.3376,114.1938
Oldies Concert,"16 Apr 2019 (Tue) 3:00pm, 7:00pm",2019-04-16 15:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"16 Apr 2019 (Tue) 3:00pm, 7:00pm",2019-04-16 19:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,17 Apr 2019 (Wed) 8:00pm,2019-04-17 8:00pm,Sha Tin Town Hall (Auditorium),Cultural Presentations & Film - Pop Concerts,22.381,114.189
Pop Concert,18 Apr 2019 (Thu) 7:30pm,2019-04-18 7:30pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Hair Again Presents KwanGor Live in Concert 2019,19 Apr 2019 (Fri) 8:15pm,2019-04-19 8:15pm,Hong Kong Coliseum (Arena),Cultural Presentations & Film - Pop Concerts,22.3019,114.1823
Pop Concert,20 Apr 2019 (Sat) 7:15pm,2019-04-20 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
Oldies Concert,21 Apr 2019 (Sun) 7:00pm,2019-04-21 7:00pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"22 Apr 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-04-22 09:00am,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"22 Apr 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-04-22 14:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Oldies Concert,"22 Apr 2019 (Mon) 9:00am, 2:15pm, 7:15pm",2019-04-22 19:15pm,Tai Po Civic Centre (Auditorium),Cultural Presentations & Film - Pop Concerts,22.4532,114.171
Pop Concert,22 Apr 2019 (Mon) 7:15pm,2019-04-22 7:15pm,Ngau Chi Wan Civic Centre (Theatre),Cultural Presentations & Film - Pop Concerts,22.314,114.229
